Index,Period_3_commu,Period_1_commu,Period_2_commu,Background
2150567749,1,,2,computer science
2153710278,1,,,computer science
2165049579,1,,,computer science
2181678313,1,,,computer science
2271889232,1,,,computer science
2291800725,1,,,computer science
2420624292,1,,,computer science
2523559495,1,,,computer science
2658887173,1,,,computer science
2776273037,1,,,computer science
2793436240,1,,,chemistry
2919938373,1,,,computer science
2950676034,1,,,computer science
2029072314,122,,,computer science
2116586133,122,,,computer science
2249689289,122,,,physics
2100555659,122,,,computer science
2567820109,122,,,computer science
2134031984,122,,,chemistry
2107935266,122,,,computer science
2123582020,122,,,computer science
2686135263,122,,,computer science
2787006400,122,,,computer science
1984523449,2557,,,computer science
2108468406,2557,,,computer science
2318776917,2557,,,materials science
1984546562,3930,,,political science
2040886438,3930,,,sociology
1984715612,3931,,,geography
2120006581,3931,,,medicine
1984751514,3328,,,engineering
2465513273,3328,,,geography
2140347925,3328,,,economics
1984917645,2556,,,computer science
2156647386,2556,,,chemistry
2976014601,2556,,,sociology
1984923616,1329,,,medicine
2150743226,1329,,,medicine
2284166474,1329,,,medicine
2608677312,1329,,,medicine
1984924576,2555,,,computer science
1995827453,2555,,,computer science
2091558741,2555,,,mathematics
1985394600,628,,,medicine
2670064245,628,,,medicine
2771973236,628,,,biology
2802176248,628,,,medicine
2908427151,628,,,biology
2949486637,628,,,biology
1985504602,3932,,,computer science
2525726928,3932,,,computer science
1985885709,3933,,925,psychology
2436402405,3933,,925,computer science
1985957493,979,,,computer science
2052472465,979,,,computer science
2128983809,979,,,physics
2200192130,979,,,computer science
2602931423,979,,,computer science
1985997350,1332,,,computer science
2138321170,1332,,,computer science
2536683929,1332,,,computer science
2756951831,1332,,,computer science
2484796246,2323,,,medicine
2500635014,2323,,,medicine
2802121711,2323,,,medicine
1986207747,978,,,psychology
2560328355,978,,,psychology
2560592409,978,,,psychology
2560800445,978,,,psychology
2600865775,978,,,psychology
1986281005,5,,,computer science
2222092584,5,,,computer science
2552625306,5,,,computer science
2696990301,5,,,computer science
2337467528,5,,,computer science
2969243098,5,,,psychology
2080577030,5,,119,computer science
2134442600,5,,,chemistry
2138846617,5,,119,engineering
2148907006,5,,,chemistry
2194960104,5,,119,computer science
2232162401,5,,119,engineering
2702401056,5,,119,computer science
2499585358,5,,119,computer science
1986437310,2016,,,computer science
2044654126,2016,,1075,biology
2517807558,2016,,,economics
2138466861,2016,,1075,biology
1986462676,2707,,,medicine
2002193780,2707,,,computer science
2129914889,2707,,,medicine
1986476467,541,,,mathematics
2623943681,541,,,computer science
2634399301,541,,,computer science
2635962711,541,,,economics
2946640198,541,,,physics
2552759279,541,,,mathematics
2705379239,541,,,mathematics
1986502505,3934,,924,computer science
2139654858,3934,,924,philosophy
1986534310,3935,,,engineering
2150443724,3935,,,sociology
1986607091,3911,,,psychology
2903653357,3911,,,psychology
1986668592,1275,,295,computer science
2043078777,1275,,295,engineering
2097544373,1275,,295,mathematics
2231665373,1275,,295,computer science
1987102260,975,,,chemistry
2173449710,975,,,medicine
2175697368,975,,,medicine
2629990958,975,,,medicine
2702904545,975,,,medicine
1987168505,1276,,,psychology
2111201291,1276,,,geography
2650877354,1276,,,business
2130512866,1276,,,history
2607411186,1276,,,sociology
1987266738,3903,,,psychology
2893584490,3903,,,psychology
1987350273,3904,,,economics
2789400793,3904,,,economics
1987606741,1277,,,economics
2315793399,1277,,,business
2609550469,1277,,,geography
2886196669,1277,,,business
1987760691,1099,,,engineering
2113972417,1099,,,chemistry
2173279564,1099,,,geology
2552472225,1099,,,geology
2809094306,1099,,,chemistry
1987819852,3905,,923,physics
2107844270,3905,,923,computer science
1987932172,2703,,,economics
2657632628,2703,,,computer science
2901470289,2703,,,economics
2098800101,1,,2,biology
2163825375,1,,,computer science
2313080573,1,,,mathematics
1996428587,1,,,computer science
2026979703,1,,,computer science
2307780993,1,,,computer science
2769004867,1,,,computer science
2917199366,1,,,medicine
2944188379,1,,,computer science
2228096949,1,,2,computer science
2122582908,1,,,computer science
2122776214,1,,2,computer science
2126483341,1,,,biology
2199293723,1,,2,computer science
2677602536,1,,,computer science
2018577133,1,,,computer science
2123979082,1,,,computer science
2152185170,1,,,computer science
2225148973,1,,,computer science
2232344926,1,,,computer science
2496669422,1,,,computer science
2540637924,1,,,materials science
2096321700,1,,2,computer science
2110372033,1,,163,computer science
2120249589,1,,2,computer science
2144971638,1,,2,computer science
2147883316,1,,2,computer science
2150154469,1,,2,physics
2156500330,1,,2,computer science
2289467056,1,,2,biology
2309866710,1,,2,computer science
2788123779,1,,,computer science
2788648961,1,,,computer science
2891745255,1,,,computer science
2097542353,1,,,physics
2143134920,1,,,computer science
2158570112,1,,,computer science
2409899764,1,,,computer science
2703676777,1,,,biology
2720320996,1,,,computer science
2098209749,1,,163,computer science
2108677686,1,,163,computer science
2238753429,1,,163,computer science
2413204075,1,,163,materials science
2303117182,1,,,computer science
2307703274,1,,,computer science
2750746592,1,,,computer science
2722706797,1,,2,biology
2142547891,1,,2,mathematics
2481529555,1,,2,mathematics
1988053473,1280,,,geology
2425724969,1280,,,physics
2482349997,1280,,,geography
2803911478,1280,,,business
1988090614,1047,,,biology
2120007816,1047,,,computer science
2127568146,1047,,,computer science
2192679303,1047,,,mathematics
2518336625,1047,,,computer science
1988164005,2702,,,computer science
2586815588,2702,,,computer science
2610209356,2702,,,computer science
1988220276,107,,,mathematics
2158104879,107,,,computer science
2223753219,107,,,cartography
2786157795,107,,,business
2901081109,107,,,psychology
2911889470,107,,,computer science
2493770591,107,,,physics
2579307921,107,,,computer science
2786840601,107,,,computer science
2942742922,107,,,computer science
2791075773,107,,,computer science
2916043803,107,,,computer science
1988317330,542,,,computer science
2429922186,542,,,medicine
2664681322,542,,527,medicine
1988591092,3906,,,computer science
2326773547,3906,,,computer science
1988619351,2698,26,631,psychology
2251675946,2698,26,631,computer science
2568646552,2698,26,631,psychology
1988695925,962,,196,computer science
2435951459,962,,196,biology
2442392240,962,,196,medicine
2502880545,962,,196,chemistry
2567857525,962,,196,biology
1988700334,1284,,,philosophy
2118266200,1284,,,political science
2139659921,1284,,,political science
2142149897,1284,,,political science
1988798242,1285,,,medicine
2234788725,1285,,,medicine
2264288198,1285,,,medicine
2434960905,1285,,,medicine
1988825570,3907,,,computer science
2316995398,3907,,,mathematics
1988855768,1286,,334,engineering
2053477574,1286,,334,engineering
2146989492,1286,,334,engineering
2311945244,1286,,334,engineering
1988867455,305,,69,history
2207256237,305,,69,political science
2273994504,305,,69,political science
2438412718,305,,69,political science
2620905046,305,,69,political science
2692826107,305,,69,political science
1989325080,2696,,,computer science
2407647829,2696,,,computer science
2915164429,2696,,,computer science
1989511504,239,,55,medicine
2053156443,239,,55,medicine
2157697481,239,,55,medicine
2429692403,239,,55,psychology
2496203771,239,,55,medicine
2563050469,239,,55,psychology
2575782101,239,,55,medicine
2584924351,239,,55,psychology
2762374803,239,,55,medicine
1989517981,3908,,,medicine
2083937477,3908,,,medicine
1989521415,2693,,,computer science
2094563821,2693,,,chemistry
2510548064,2693,,,computer science
1989700234,3909,,,sociology
2895823246,3909,,,sociology
1989861542,267,,,medicine
2041683106,267,,,psychology
2433692869,267,,,psychology
2598890518,267,,,medicine
2601667348,267,,,medicine
2892843053,267,,,medicine
2893741502,267,,,medicine
2893891301,267,,,psychology
1989990317,3910,,,computer science
2583009655,3910,,,engineering
1989996337,2690,,,political science
2615418199,2690,,,computer science
2638111247,2690,,,political science
1990019247,3902,,,sociology
2175967936,3902,,,geography
2757339083,3,,,psychology
2797525696,3,,,political science
1990089470,3912,,,political science
2740940150,3912,,,sociology
1990151055,2687,,,medicine
2335802714,2687,,,materials science
2716908023,2687,,,materials science
1990425973,972,,,computer science
2131389459,972,,,mathematics
2304289727,972,,,geology
2742539879,972,,,medicine
2122578804,972,,,sociology
2166495872,972,,,computer science
2971730628,972,,,sociology
2793125736,972,,,computer science
1990936800,3913,,,computer science
2694317447,3913,,,computer science
1990955389,2685,,625,biology
2105022542,2685,,625,medicine
2530962946,2685,,625,medicine
2462313288,2286,,,psychology
2476481577,2286,,,psychology
2491960746,2286,,,psychology
2599517189,1,,,computer science
2601377121,1,,,computer science
2635811833,1,,1,computer science
2142476784,1,,,computer science
2943283655,1,,3,computer science
2805460041,1,,,computer science
1991080319,2684,,,medicine
2027729779,2684,,,medicine
2171928138,2684,,,medicine
1991202791,1299,,,medicine
2034981210,1299,,,medicine
2141944734,1299,,,psychology
2151964050,1299,,,biology
1991654304,3914,,,sociology
2515049039,3914,,,sociology
1991792715,3915,,922,philosophy
2097721183,3915,,922,psychology
1991986241,3916,,921,computer science
2059520746,3916,,921,engineering
1991990830,1303,,,medicine
2068323337,1303,,,medicine
2656602609,1303,,,medicine
2723100944,1303,,,medicine
1992016271,3917,,,computer science
2991872790,3917,,,computer science
1992166074,2683,,,medicine
2106799858,2683,,,medicine
2151791849,2683,,,medicine
1992168256,96,,,computer science
2110246760,96,,256,computer science
2684973207,96,,,sociology
2064609425,96,,256,business
2069028549,96,,256,computer science
2124475849,96,,256,computer science
2153352255,96,,256,computer science
2235723794,96,,,computer science
2937543209,96,,,computer science
2017505698,96,,1090,computer science
2110572814,96,,,business
2121310939,96,,1048,computer science
2308461365,96,,,psychology
2649707651,96,,,sociology
2735842079,96,,,political science
2745585110,96,,,sociology
2019216634,96,,1090,physics
2149456747,96,,,economics
2590741181,96,,,business
2574881438,96,,1048,psychology
1992355533,2695,,,business
2278689901,2695,,,business
2476509810,2695,,,sociology
1992360164,2732,,,computer science
2147697262,2732,,,computer science
2671979914,2732,,,computer science
1992401104,1,,,computer science
1996526560,1,,,computer science
2054835261,1,,,mathematics
2131502067,1,,,computer science
2956542119,1,,,computer science
2995883993,1,,,computer science
2109747452,1,,,computer science
2166790520,1,,,computer science
2606827773,1,,,computer science
1992427613,2731,,,computer science
2110257397,2731,,,sociology
2921823726,2731,,,political science
1992467248,1370,,,engineering
2109044308,1370,,,computer science
2157461436,1370,,,medicine
2793582242,1370,,,computer science
1992832957,1,,,computer science
2107148058,1,,,computer science
2125050856,1,,,mathematics
2893780575,1,,,computer science
2590559250,1,,,computer science
2600100671,1,,,computer science
1992979146,1372,,332,computer science
2071372044,1372,,332,engineering
2185745563,1372,,332,mathematics
2207800025,1372,,332,computer science
2102950735,26,8,116,computer science
2185987641,26,,116,physics
1993061320,306,,,medicine
2120542682,306,,,medicine
2558107797,306,,,medicine
2560063647,306,,,medicine
2636601048,306,,,medicine
2707300243,306,,,medicine
1993152606,1373,,,medicine
2068381288,1373,,,medicine
2425232772,1373,,,medicine
2527975064,1373,,,medicine
2413111232,9,,,sociology
2761027771,9,,,medicine
1993465462,3918,,,psychology
2110399136,3918,,,psychology
2097799068,3,,136,computer science
2106119771,3,,136,computer science
2133158705,3,,136,computer science
1993639548,2010,,622,computer science
2035567927,2010,,622,computer science
2614363866,2010,,622,computer science
2752140567,2010,,,computer science
1993678100,505,,,medicine
2033633433,505,,,medicine
2464864625,505,,,medicine
2735415823,505,,,medicine
2976474953,505,,,medicine
2976513932,505,,,medicine
2976660846,505,,,medicine
1993688379,56,,,mathematics
2299507747,56,,,geography
2528977407,56,,,computer science
2611667593,56,,,computer science
2674951195,56,,,computer science
2750324414,56,,,mathematics
2896984405,56,,,psychology
2920226018,56,,,psychology
2162788130,56,,,mathematics
2574251108,56,,,computer science
2751059314,56,,,computer science
2760737973,56,,,computer science
2796557593,56,,,psychology
2756755340,56,,,engineering
2760357485,56,,,engineering
2765983072,56,,,computer science
1993712740,3928,,,computer science
2127092166,3928,,,computer science
1994067322,3954,,920,mathematics
2123416328,3954,,920,physics
1994207371,982,,,economics
2536452292,982,,,psychology
2809487851,982,,,psychology
2815625833,982,,,political science
2891322774,982,,,psychology
1994412774,2724,,,computer science
2034448535,2724,,,computer science
2114008378,2724,,,computer science
1994684057,2723,,,business
2303151574,2723,,,economics
2963648706,2723,,,economics
1994726000,1,,,engineering
2542083354,1,,,mathematics
2694702224,1,,,computer science
2225891681,1,,,computer science
2229560289,1,,,computer science
1994973432,2722,,,mathematics
2214705296,2722,,,computer science
2510977320,2722,,,computer science
1994998124,3955,,,economics
2651026755,3955,,,business
1995184439,1143,,,business
2320388178,1143,,,economics
2194022611,1143,,,engineering
2333572792,1143,,,economics
2424940879,1143,,,medicine
1995232797,1379,,,computer science
2131239733,1379,,,computer science
2171804313,1379,,,physics
2963848552,1379,,,computer science
1995291746,236,,73,medicine
2070565107,236,,73,biology
2124318890,236,,73,medicine
2242549420,236,,73,psychology
2490603761,236,,73,psychology
2664239929,236,,73,biology
2802357521,236,,,psychology
1995309985,3956,,,sociology
2625492915,3956,,,sociology
1995351588,3313,,919,computer science
2097092587,3313,,,computer science
2132179094,3313,,919,computer science
1995628136,2720,,,engineering
2087296972,2720,,,computer science
2134247214,2720,,,biology
1995679639,2719,,619,computer science
2133336528,2719,,619,computer science
2158330727,2719,,619,computer science
1995872178,2718,,,computer science
2139552730,2718,,,computer science
2945002545,2718,,,computer science
1995897033,2717,,,biology
2569208124,2717,,,psychology
2600489012,2717,,,psychology
1996173086,3957,,,geography
2967294997,3957,,,psychology
2018012874,1,,,computer science
2155680974,1,,,computer science
2675730362,1,,,computer science
2133814358,1,,,computer science
2171981955,1,,,computer science
2173170195,1,,,computer science
2641856541,1,,,biology
2989587329,1,,,computer science
2567689246,1,,,computer science
2915487309,1,,,computer science
2163129003,1,,,computer science
2179078344,1,,,medicine
2500760130,1,,,computer science
1996571661,2716,,,mathematics
2148635736,2716,,,mathematics
2781293247,2716,,,mathematics
2161742901,2421,,,medicine
2600329371,2421,,,biology
2655084636,2421,,,medicine
1996593226,2715,,,chemistry
2118445400,2715,,,biology
2743625521,2715,,,biology
1996664676,2714,,,economics
2145078782,2714,,,economics
2947132885,2714,,,business
1996730349,3958,,918,sociology
2704717806,3958,,918,sociology
1996757602,2712,,,psychology
2388136464,2712,,,psychology
2679678758,2712,,,economics
2032538967,4162,,,geography
2123706944,4162,,,business
1997138835,3959,,,business
2964538084,3959,,,computer science
1997155923,1111,,328,psychology
2104920775,1111,,328,sociology
2123315676,1111,,328,political science
2123765200,1111,,328,psychology
2529680051,1111,,,sociology
1997205196,3960,,993,political science
2098893726,3960,,993,economics
1997247989,3961,,1098,sociology
2714052610,3961,,1098,physics
1997396873,393,3,72,computer science
2120813249,393,3,72,computer science
2130548382,393,3,72,computer science
2130754085,393,3,72,computer science
2195048431,393,3,72,computer science
2559411768,393,3,72,biology
1997452663,3953,,,philosophy
2514819480,3953,,,computer science
1997554317,167,,,chemistry
2011979152,167,,,chemistry
2032458237,167,,,chemistry
2101130691,167,,,chemistry
2125564941,167,,,chemistry
2472688330,167,,,chemistry
2527626509,167,,,chemistry
1997649419,1389,,,medicine
2125850141,1389,,,medicine
2201712686,1389,,,biology
2788132944,1389,,,medicine
2250708215,4619,,,art
2557094260,4619,,,engineering
1997891640,536,,,computer science
2017486809,536,,,computer science
2031886950,536,,,computer science
2127102131,536,,,physics
2214020858,536,,,computer science
2224620997,536,,,computer science
2751567067,536,,,computer science
1998106550,3963,,1097,psychology
2007003781,3963,,1097,psychology
1998234143,2654,,,business
2045568599,2654,,,political science
2513706539,2654,,,engineering
1998235016,2653,,,business
2668559733,2653,,,political science
2803475855,2653,,,business
1998238778,3964,,,computer science
2562264502,3964,,,computer science
1998256366,2651,,626,business
2090355873,2651,,626,engineering
2795640404,2651,,626,business
1998512024,2649,,656,computer science
2139659184,2649,,656,computer science
2147198510,2649,,656,computer science
1998564585,3965,,,computer science
2902078386,3965,,,economics
1998779153,166,,,medicine
2095948822,166,,,medicine
2096749051,166,,,computer science
2132562161,166,,,business
2149643224,166,,,computer science
2275467451,166,,,computer science
2603370895,166,,,computer science
1998784297,1943,,,computer science
2228270186,1943,,,computer science
2750704898,1943,,,computer science
2751609845,1943,,,computer science
1998817957,948,,,computer science
2149880524,948,,,computer science
2620649698,948,,,computer science
2620965574,948,,,computer science
2621024099,948,,,computer science
1999096446,3966,,,computer science
2117187002,3966,,,engineering
1999333148,2646,,,sociology
2633821580,2646,,,political science
2898907206,2646,,,economics
1999417489,2645,,,computer science
2125614454,2645,,,medicine
2159281985,2645,,,computer science
1999470701,2644,,655,medicine
2138117511,2644,,655,psychology
2265880079,2644,,655,psychology
2131008438,17,,311,computer science
2131084071,17,,311,medicine
2303232582,17,,311,physics
2049012721,17,,,medicine
2096196111,17,73,109,medicine
2104487422,17,,109,business
2109090600,17,,109,medicine
2129559236,17,,,medicine
2137514410,17,,,medicine
2657916257,17,,,geography
2163427464,17,,109,medicine
2529975245,17,,109,business
2201473572,17,,,psychology
2238075704,17,,,medicine
2337522806,17,,,medicine
2411450392,17,,,medicine
2753330065,17,,,medicine
2789633628,17,,,medicine
2799661390,17,,,medicine
2946741970,17,,,medicine
2015959519,17,,,computer science
2105659502,17,,,computer science
2171298347,17,,,computer science
2237617963,17,,,computer science
2633183048,17,,,computer science
2948254658,17,,,computer science
2689006276,17,,,chemistry
2310588807,17,,,computer science
2595215612,17,,,computer science
1999584830,292,,,medicine
2120925658,292,,,medicine
2135122304,292,,,medicine
2213745859,292,,,psychology
2465788006,292,,,psychology
2717616020,292,,,medicine
2735259503,292,,,psychology
2926521768,292,,,sociology
1999672136,2642,,,medicine
2036979990,2642,,,medicine
2981617672,2642,,,medicine
1999730523,1064,,,political science
2130281909,1064,,,engineering
2792007733,1064,,,medicine
2803451545,1064,,,medicine
2803910729,1064,,,medicine
2927688718,1064,,,sociology
1999748361,951,,,medicine
2016684607,951,,,computer science
2161467274,951,,,computer science
2171116878,951,,,business
2620764018,951,,,computer science
1999900758,3967,,,sociology
2173713684,3967,,,sociology
1999932096,3968,,1096,sociology
2097423046,3968,,1096,political science
2145244489,1,,,physics
2152013051,1,,,computer science
2561593452,1,,,engineering
2000124056,2641,,,computer science
2746342290,2641,,,economics
2902156919,2641,,,geography
2000692861,2640,,,computer science
2102864965,2640,,,computer science
2136531411,2640,,,computer science
2000760233,2639,,,sociology
2110361155,2639,,,business
2742053359,2639,,,biology
2000789307,3969,,,sociology
2165884484,3969,,,psychoanalysis
2000973357,2638,,654,psychology
2325976929,2638,,654,psychology
2576905429,2638,,654,psychology
2001010029,2637,,,computer science
2487675493,2637,,,computer science
2789226822,2637,,,computer science
2001188003,1930,,,computer science
2101508713,1930,,,medicine
2138429372,1930,,,medicine
2735219167,1930,,,computer science
2001649618,3945,,1095,computer science
2122757607,3945,,1095,computer science
2002039379,2636,,,engineering
2062895214,2636,,,medicine
2150027510,2636,,,computer science
2002173075,13,,,economics
2493342853,13,,,sociology
2054176951,74,,24,computer science
2128077630,74,,24,computer science
2157244621,74,,24,computer science
2628596436,74,,24,computer science
2649788066,74,,24,computer science
2656270694,74,,24,computer science
2303391892,74,,,medicine
2482321098,74,,,computer science
2652589334,74,,24,engineering
2678430842,74,,24,engineering
2002447505,1341,,,business
2438166037,1341,,,business
2601123437,1341,,,business
2601143099,1341,,,business
2002497763,1342,,,computer science
2085767126,1342,,,computer science
2303604322,1342,,,computer science
2753158947,1342,,,computer science
2002832252,3937,,1094,psychology
2108595815,3937,,1094,psychology
2002880810,1343,,316,medicine
2038896840,1343,,316,medicine
2148736752,1343,,316,medicine
2563998843,1343,,316,medicine
2003028746,3938,,,engineering
2634426150,3938,,,engineering
2003244366,955,,,medicine
2100968318,955,,,medicine
2112627418,955,,,medicine
2129397406,955,,,medicine
2149033596,955,,,medicine
2003255636,2634,,,computer science
2162532364,2634,,,computer science
2471958131,2634,,,computer science
2003373064,3939,,,business
2419352261,3939,,,psychology
2003420189,613,,,biology
2184882083,613,,,medicine
2602024945,613,,,medicine
2741850939,613,,,medicine
2483828346,613,,,medicine
2660459343,613,,,medicine
2003426019,3940,,,psychology
2279110203,3940,,,psychology
2003476897,3941,,1093,political science
2158129761,3941,,1093,engineering
2003639155,2643,,,political science
2013749027,2643,,,political science
2811281404,2643,,,sociology
2003878525,2681,,,philosophy
2039859868,2681,,,computer science
2911441556,2681,,,psychology
2003989378,1067,,,economics
2214392401,1067,,,computer science
2360142005,1067,,,business
2466010713,1067,,,medicine
2251220559,1067,,,biology
2586793157,1067,,,computer science
2004009367,407,,,medicine
2284843452,407,,,medicine
2297277346,407,,,biology
2601831363,407,,,medicine
2607026704,407,,,medicine
2901351138,407,,,medicine
2004051387,2678,,,psychology
2777713480,2678,,,sociology
2904182933,2678,,,sociology
2004319111,2677,,653,psychology
2165106465,2677,,653,computer science
2165522138,2677,,653,psychology
2126834147,4850,,1044,medicine
2191632070,4850,,1044,medicine
2004922397,2676,,652,political science
2141697838,2676,,652,computer science
2307725321,2676,,652,computer science
2005102819,2675,,,medicine
2152910687,2675,,,psychology
2170920981,2675,,,psychology
2005163442,3943,,,computer science
2783923261,3943,,,computer science
2132138571,1063,,,political science
2442763821,1063,,,business
2884312260,1063,,,psychology
2139103622,1063,,,political science
2883678287,1063,,,psychology
2903009634,1063,,,economics
2005261966,3944,,,computer science
2223170028,3944,,,computer science
2005275456,3936,,,computer science
2550199575,3936,,,business
2005276848,607,,,computer science
2858824299,607,,,computer science
2892940503,607,,,economics
2911771397,607,,,computer science
2914015500,607,,,computer science
2800115679,607,,,economics
2005403793,2670,,,engineering
2234506324,2670,,,psychology
2948461404,2670,,,psychology
2005569147,1038,,,psychology
2320065834,1038,,,medicine
2340614346,1038,,,medicine
2514237217,1038,,,medicine
2515857118,1038,,,medicine
2005644232,2668,,,art
2342550306,2668,,,sociology
2704124253,2668,,,psychology
2005681994,602,,,geography
2158015393,602,,,sociology
2620943128,602,,,medicine
2158107873,602,,,biology
2396712212,602,,,biology
2891223886,602,,,political science
2005831338,3946,,,medicine
2794592365,3946,,,computer science
2005954362,2666,,,engineering
2199653392,2666,,,computer science
2338634840,2666,,,history
2005987481,2665,,,computer science
2753175866,2665,,,computer science
2753326248,2665,,,computer science
2006565814,1070,,,economics
2123153153,1070,,,medicine
2426250507,1070,,,economics
2629306422,1070,,,economics
2897490823,1070,,,medicine
2006922880,1003,,,psychology
2031996009,1003,,,psychology
2076877068,1003,,,psychology
2140698005,1003,,,medicine
2168255962,1003,,,psychology
2007022252,486,,,mathematics
2136491944,486,,,computer science
2659616361,486,,,mathematics
2660335811,486,,,mathematics
2682599191,486,,,computer science
2566485557,486,,,computer science
2806534185,486,,,computer science
2007117973,1358,,,psychology
2162297856,1358,,,psychology
2435562307,1358,,,psychology
2911952667,1358,,,psychology
2007163819,1,,,medicine
2191720158,1,,,chemistry
2666221671,1,,,medicine
2717235736,1,,,medicine
2007292896,1000,,,medicine
2531100455,1000,,,medicine
2669186874,1000,,,chemistry
2810517488,1000,,,medicine
2906717267,1000,,,medicine
2007437749,359,,,computer science
2012517146,359,,,computer science
2053577887,359,,,computer science
2771750008,359,,,computer science
2774558199,359,,,computer science
2775293029,359,,,computer science
2007470821,2661,,,medicine
2108137582,2661,,,medicine
2177532099,2661,,,psychology
2007545354,1360,,326,biology
2096405786,1360,,326,computer science
2160013977,1360,,326,biology
2431131340,1360,,326,chemistry
2007581780,2660,,650,mathematics
2171831135,2660,,650,mathematics
2314404509,2660,,650,mathematics
2007884129,2659,,,computer science
2138476704,2659,,,computer science
2166800567,2659,,,computer science
2007924718,1072,,,engineering
2116404853,1072,,,philosophy
2613831951,1072,,,economics
2163805187,1072,,,engineering
2790048608,1072,,,business
2791938617,1072,,,business
2008384213,3947,,,business
2104613981,3947,,,psychology
2008593284,2657,,,computer science
2743040118,2657,,,computer science
2744899427,2657,,,computer science
2008747397,3039,,,computer science
2158984600,3039,,,computer science
2166245894,3039,,,medicine
2008946047,3948,,,sociology
2231928568,3948,,,business
2009026714,992,,,computer science
2095662472,992,,,medicine
2112040234,992,,,engineering
2155445315,992,,,computer science
2163966763,992,,,computer science
2009043576,3949,,,mathematics
2967809403,3949,,,sociology
2009112701,2013,,734,political science
2071262509,2013,,734,business
2149064801,2013,,734,computer science
2796128720,2013,,,psychology
2009222299,3950,,,sociology
2097033144,3950,,,computer science
2009284317,3951,,,sociology
2806386487,3951,,,psychology
2009349776,1962,,,business
2052605498,1962,,,political science
2134729068,1962,,,sociology
2527344669,1962,,,sociology
2009382635,3264,,,biology
2805442481,3264,,,medicine
2896470707,3264,,,medicine
2009728318,3265,,,engineering
2574528601,3265,,,computer science
2784802094,3265,,,computer science
2009847330,3271,,,biology
2581138809,3271,,,medicine
2597535824,3271,,,medicine
2010008153,3274,,648,psychology
2109219279,3274,,648,psychology
2133771287,3274,,648,psychology
2010206401,3293,,,psychology
2558530068,3293,,,sociology
2679624775,3293,,,psychology
2097880949,7,,,computer science
2122877979,7,,,computer science
2152219775,7,,,computer science
2311587066,7,,,computer science
2952773214,7,,,computer science
2296439707,7,,,computer science
2154388108,7,,,computer science
2622046926,7,,,political science
2995336606,7,,,computer science
2995984319,7,,,computer science
2998473325,7,,,computer science
2646927523,7,,,computer science
2010588381,3239,,,computer science
2336400308,3239,,,computer science
2395670270,3239,,,computer science
2010743466,1209,,,medicine
2143676014,1209,,,medicine
2591889259,1209,,,medicine
2594019853,1209,,,medicine
2010793091,1129,,,computer science
2063749447,1129,,,computer science
2258119589,1129,,,engineering
2289470031,1129,,,computer science
2577056099,1129,,,computer science
2010860583,3952,,,geography
2113778649,3952,,,geography
2011101751,3244,,,philosophy
2123137756,3244,,,computer science
2790658112,3244,,,economics
2099862970,1,,,computer science
2541957810,1,,,computer science
2586342990,1,,,computer science
2634354884,1,,,computer science
2132176442,1,,,computer science
2615310517,1,,,physics
2616288379,1,,,physics
2761482444,1,,,computer science
2768660593,1,,,computer science
2805768365,1,,,mathematics
2011460463,1205,,,engineering
2684948799,1205,,,computer science
2699579954,1205,,,computer science
2786869883,1205,,,computer science
2011645254,3236,,,engineering
2169691450,3236,,,engineering
2644216458,3236,,,engineering
2543931333,72,,,computer science
2656176898,72,,,economics
2756140118,72,,,computer science
2011914463,1206,,,chemistry
2130116694,1206,,,geography
2237550023,1206,,,geology
2398102867,1206,,,art
2011946592,4030,,,sociology
2747247482,4030,,,sociology
2012033851,3253,,,philosophy
2541859003,3253,,,computer science
2597224695,3253,,,computer science
2012209205,3280,,,sociology
2101648405,3280,,,mathematics
2117413649,3280,,,psychology
2142595927,1767,,,economics
2156123903,1767,,,economics
2511820044,1767,,,economics
2790124064,1767,,,chemistry
2012416582,3285,,,biology
2627874485,3285,,,business
2806522665,3285,,,computer science
2012518424,988,,,engineering
2052978553,988,,,computer science
2053014197,988,,,biology
2266333487,988,,,biology
2807129638,988,,,biology
2012618226,3283,,636,computer science
2071700052,3283,,636,computer science
2886931499,3283,,636,mathematics
2012699703,375,,,materials science
2110611146,375,,,environmental science
2151043164,375,,,medicine
2781693861,375,,,medicine
2790256042,375,,,medicine
2792622922,375,,,medicine
2012760250,3306,,,sociology
2403926254,3306,,,sociology
2560279858,3306,,,geography
2012898261,987,,,computer science
2111153975,987,,,computer science
2251296880,987,,,computer science
2936759829,987,,,computer science
2939979746,987,,,computer science
2012915053,4124,,,history
2098768229,4124,,,political science
2013092373,254,,,psychology
2108196399,254,,,political science
2131199160,254,,,psychology
2568603873,254,,,psychology
2987755572,254,,,sociology
2124480787,254,,,psychology
2569539665,254,,,psychology
2571087056,254,,,psychology
2890708642,254,,,business
2013133339,4125,,,political science
2413796757,4125,,,medicine
2013147527,242,,,computer science
2093800181,242,,,mathematics
2186631083,242,,,computer science
2670276742,242,,,computer science
2704108604,242,,,computer science
2133857886,242,,,computer science
2488390261,242,,,computer science
2013153561,1217,,,psychology
2014058063,1217,,,psychology
2510933803,1217,,,psychology
2517449745,1217,,,psychology
2013188148,4126,,,physics
2464580007,4126,,,physics
2013245642,1211,,,computer science
2102191007,1211,,,computer science
2229385826,1211,,,computer science
2288853365,1211,,,computer science
